id,date,condition,temperature,humidity,visibility,wind_speed
226,2021-12-24,Heavy Rain,18.2,69.7,2.9,5.5
227,2020-01-21,Cloudy,6.2,82.8,1.2,10.0
228,2021-08-14,Heavy Rain,0.7,21.6,3.7,6.7
229,2022-08-05,Rain,42.6,80.2,3.6,21.9
230,2024-12-10,Cloudy,43.2,32.9,1.3,30.2
231,2022-12-24,Snow,10.5,38.2,4.2,35.0
232,2022-10-13,Rain,40.1,62.1,8.1,32.9
233,2021-08-17,Rain,9.9,85.3,1.9,46.0
234,2020-01-15,Heavy Rain,11.6,48.6,9.4,33.1
235,2021-03-08,Cloudy,3.5,63.2,4.4,5.3
236,2021-05-26,Snow,11.9,20.1,3.4,43.1
237,2024-01-29,Fog,42.1,86.8,7.9,8.8
238,2022-03-11,Heavy Rain,42.3,90.4,8.1,2.6
239,2023-01-02,Clear,14.6,82.1,3.8,41.9
240,2022-09-09,Rain,34.8,57.8,6.5,27.5
241,2020-03-29,Fog,10.3,37.9,9.3,36.8
242,2020-12-18,Heavy Rain,3.9,27.2,4.7,20.0
243,2021-08-03,Rain,0.5,50.2,3.7,40.4
244,2023-01-28,Clear,-2.0,50.8,3.0,38.0
245,2020-06-05,Cloudy,-3.3,32.3,1.0,42.8
246,2020-05-09,Rain,2.2,28.0,1.8,27.0
247,2024-12-23,Fog,34.3,56.8,2.0,26.2
248,2024-07-21,Fog,20.7,86.6,5.3,45.0
249,2024-12-19,Rain,33.1,50.7,9.3,0.8
250,2020-09-20,Rain,11.8,23.5,1.5,18.7
251,2024-02-10,Cloudy,30.3,62.1,1.4,23.5
252,2021-07-01,Rain,35.4,28.0,8.0,15.8
253,2022-08-21,Clear,23.4,48.1,8.7,3.0
254,2021-06-28,Cloudy,34.9,45.7,5.6,28.3
255,2022-04-08,Clear,0.5,70.5,8.4,36.4
256,2022-09-22,Snow,28.5,70.2,8.2,5.5
257,2024-07-23,Fog,23.6,39.9,3.3,17.4
258,2020-06-11,Rain,35.7,77.8,4.4,25.0
259,2024-08-29,Heavy Rain,10.3,70.8,9.2,18.5
260,2024-07-04,Fog,35.5,72.7,3.9,11.0
261,2022-01-28,Heavy Rain,25.1,29.4,8.2,18.3
262,2021-12-18,Fog,44.4,41.0,1.4,26.0
263,2023-08-09,Clear,11.2,20.8,8.4,28.2
264,2020-12-19,Heavy Rain,41.6,70.4,3.2,19.9
265,2023-05-07,Cloudy,3.0,74.0,3.3,11.2
266,2021-07-16,Fog,30.8,64.4,4.8,21.6
267,2021-09-07,Heavy Rain,32.2,80.9,8.4,33.0
268,2020-04-08,Rain,7.5,78.9,6.3,32.6
269,2020-11-20,Heavy Rain,40.9,71.3,7.9,43.8
270,2023-01-14,Cloudy,13.9,63.0,1.8,25.6
271,2023-07-01,Clear,8.4,51.4,1.0,31.9
272,2024-10-31,Rain,34.9,28.6,9.2,41.3
273,2024-01-10,Clear,0.3,69.7,1.0,5.5
274,2020-05-22,Rain,1.9,91.1,2.8,26.9
275,2022-04-19,Heavy Rain,9.9,50.6,4.5,20.2
276,2021-02-15,Fog,31.8,29.4,3.9,12.0
277,2023-03-17,Clear,4.1,87.2,1.3,0.7
278,2021-01-29,Snow,40.6,69.3,4.3,45.6
279,2022-05-09,Heavy Rain,-2.2,76.9,4.4,44.6
280,2021-09-12,Snow,31.7,39.3,7.6,33.1
281,2022-02-18,Heavy Rain,8.0,30.3,1.1,3.8
282,2022-04-20,Cloudy,-4.3,65.8,0.9,18.0
283,2023-07-20,Clear,6.5,50.7,8.9,31.3
284,2024-11-07,Fog,-0.3,91.8,4.9,1.7
285,2020-02-10,Snow,36.5,40.8,4.6,38.0
286,2024-07-03,Cloudy,6.4,63.3,6.0,7.0
287,2021-09-24,Clear,44.8,91.3,7.4,36.9
288,2023-06-15,Cloudy,23.6,72.2,9.2,16.9
289,2022-10-08,Snow,6.0,58.0,3.7,48.3
290,2021-07-05,Clear,16.6,27.8,6.2,8.0
291,2024-09-16,Cloudy,41.2,22.9,0.5,32.9
292,2023-03-04,Rain,0.1,34.2,6.7,34.1
293,2020-01-31,Fog,41.0,73.0,9.7,24.2
294,2023-12-20,Fog,33.4,89.5,6.5,38.2
295,2024-05-05,Cloudy,25.7,76.6,7.2,2.8
296,2023-10-17,Snow,6.7,22.4,2.8,29.6
297,2022-09-15,Fog,33.9,69.9,7.5,5.3
298,2021-03-16,Snow,-4.9,27.5,1.8,23.0
299,2023-06-04,Heavy Rain,30.2,41.2,3.6,23.1
300,2023-01-08,Clear,5.3,28.6,2.3,29.8
301,2022-06-11,Clear,39.9,62.5,8.4,27.2
302,2024-12-12,Fog,5.6,94.7,1.0,25.0
303,2022-08-17,Cloudy,38.6,48.3,9.8,9.3
304,2023-12-19,Heavy Rain,26.1,83.6,5.0,5.2
305,2022-09-12,Rain,42.7,31.9,5.6,16.4
306,2024-12-02,Snow,19.7,77.4,1.2,39.3
307,2024-02-15,Rain,20.1,41.8,4.4,33.1
308,2023-02-03,Cloudy,34.9,25.5,5.3,49.2
309,2022-01-30,Rain,28.1,51.1,4.1,24.2
310,2022-06-17,Heavy Rain,28.0,20.2,9.1,15.0
311,2024-12-23,Clear,40.5,51.8,7.6,19.0
312,2020-07-10,Clear,40.6,35.6,0.7,31.9
313,2021-10-10,Rain,33.4,30.4,9.6,49.0
314,2024-04-22,Heavy Rain,15.6,90.8,8.0,28.5
315,2022-07-02,Cloudy,20.8,66.2,5.9,0.5
316,2022-08-15,Heavy Rain,3.7,80.4,1.6,41.1
317,2020-01-25,Fog,0.7,38.3,6.1,35.5
318,2022-05-18,Fog,28.5,41.8,5.9,43.8
319,2022-09-12,Clear,5.5,37.6,1.4,11.9
320,2024-11-28,Clear,-1.4,46.7,7.6,43.1
321,2020-04-21,Clear,21.9,20.9,7.0,23.6
322,2021-09-18,Heavy Rain,40.9,57.8,7.6,49.6
323,2022-02-11,Clear,29.2,72.9,3.3,11.6
324,2020-11-07,Clear,1.0,34.8,0.9,39.5
325,2024-06-14,Rain,4.8,77.7,2.9,17.4
326,2020-04-15,Rain,13.7,26.1,8.6,38.2
327,2021-06-17,Fog,19.3,67.0,5.7,6.5
328,2020-08-15,Heavy Rain,14.5,68.7,8.3,49.3
329,2024-08-29,Snow,19.0,81.7,9.2,16.1
330,2021-08-12,Heavy Rain,14.0,70.4,4.6,22.4
331,2022-06-09,Cloudy,8.3,26.8,3.1,14.5
332,2024-02-19,Cloudy,27.1,81.3,2.6,26.3
333,2021-08-29,Heavy Rain,17.8,28.0,3.6,24.5
334,2022-12-07,Clear,-3.8,83.2,2.7,21.1
335,2023-04-11,Cloudy,26.8,50.4,4.6,46.5
336,2024-02-26,Clear,-1.5,82.8,6.3,31.6
337,2024-08-04,Snow,-0.5,23.1,3.7,8.9
338,2023-02-08,Rain,39.4,75.2,2.7,26.7
339,2023-07-02,Snow,30.0,81.8,2.7,13.1
340,2020-08-26,Clear,16.3,72.3,7.1,49.1
341,2022-02-25,Fog,-0.4,69.1,2.6,7.5
342,2024-04-15,Rain,3.2,31.5,7.8,18.9
343,2021-11-25,Heavy Rain,22.4,81.2,7.3,30.8
344,2023-06-13,Cloudy,37.3,44.9,9.8,36.1
345,2021-09-11,Heavy Rain,22.2,86.6,1.9,40.9
346,2022-08-13,Snow,25.1,75.3,8.1,25.1
347,2020-07-05,Fog,20.1,63.3,8.8,30.6
348,2024-09-02,Heavy Rain,38.4,54.9,1.2,26.5
349,2020-10-08,Heavy Rain,25.5,67.6,5.6,44.9
350,2022-10-14,Cloudy,16.0,89.5,2.9,35.2
351,2024-02-18,Clear,44.3,91.3,4.6,45.9
352,2022-06-22,Clear,-3.6,26.0,2.5,15.7
353,2020-10-28,Rain,-4.6,51.6,3.9,19.7
354,2020-08-03,Rain,15.2,68.4,2.2,34.2
355,2021-11-10,Heavy Rain,22.4,46.7,5.7,8.8
356,2020-07-25,Snow,3.6,58.4,9.6,26.5
357,2021-03-02,Fog,35.8,81.4,3.0,1.8
358,2023-07-31,Heavy Rain,7.5,49.7,8.8,45.7
359,2022-03-29,Rain,39.8,44.5,8.1,5.3
360,2021-05-02,Clear,-2.8,73.2,6.6,1.2
361,2020-02-27,Fog,11.0,26.7,7.8,8.5
362,2023-06-02,Clear,9.7,47.9,7.2,24.0
363,2023-05-08,Clear,18.3,91.5,3.8,16.1
364,2023-08-08,Heavy Rain,43.5,93.4,8.3,34.7
365,2022-08-27,Rain,20.4,55.5,1.3,22.6
366,2023-06-02,Heavy Rain,2.6,32.8,3.4,30.2
367,2023-01-10,Snow,19.3,83.2,8.2,11.7
368,2020-04-23,Cloudy,13.2,92.4,6.4,40.2
369,2022-07-11,Cloudy,-1.5,46.7,1.7,6.9
370,2023-11-30,Rain,40.6,89.0,4.7,21.7
371,2023-09-11,Cloudy,17.8,70.0,0.8,40.7
372,2022-12-29,Clear,22.6,78.4,8.3,17.1
373,2020-05-19,Cloudy,4.1,64.3,5.7,35.6
374,2023-02-01,Rain,6.1,72.2,1.4,25.5
375,2022-06-05,Heavy Rain,7.3,42.7,4.0,33.9
376,2023-08-08,Cloudy,34.3,21.6,8.9,1.2
377,2021-11-30,Cloudy,10.4,35.6,1.8,30.4
378,2020-04-11,Heavy Rain,22.5,45.3,0.6,28.8
379,2021-11-15,Cloudy,29.2,57.4,3.6,38.3
380,2022-06-01,Snow,7.4,70.0,2.1,30.2
381,2020-12-27,Rain,11.4,45.9,5.3,16.0
382,2021-01-25,Clear,1.5,43.7,3.0,34.6
383,2020-11-11,Clear,23.6,27.0,3.1,13.8
384,2022-06-02,Snow,32.8,93.4,0.9,42.9
385,2021-01-18,Fog,11.9,75.0,6.5,29.3
386,2021-01-17,Cloudy,4.6,26.6,2.8,33.5
387,2023-06-09,Rain,36.3,26.6,6.6,1.7
388,2024-11-08,Snow,33.1,32.0,6.1,43.1
389,2023-01-16,Clear,17.9,36.1,9.2,38.3
390,2023-08-14,Cloudy,36.7,65.6,2.7,6.8
391,2020-06-21,Snow,16.5,85.8,1.7,41.2
392,2024-12-07,Fog,16.3,83.9,4.8,37.0
393,2022-06-17,Cloudy,-1.4,54.1,1.8,22.0
394,2023-09-11,Snow,22.9,73.6,5.1,20.9
395,2021-11-06,Snow,31.8,93.4,2.7,14.5
396,2020-02-25,Fog,28.2,76.4,7.7,17.5
397,2024-12-20,Rain,29.6,27.1,1.8,0.5
398,2024-05-13,Fog,20.6,85.6,9.8,10.9
399,2023-12-30,Heavy Rain,38.3,44.7,1.1,38.5
400,2023-07-30,Rain,9.0,68.8,8.3,17.7
401,2024-01-23,Fog,27.4,79.7,4.1,22.7
402,2021-06-07,Cloudy,23.4,88.4,2.7,14.3
403,2021-09-14,Rain,3.9,29.9,2.0,9.6
404,2024-08-31,Rain,36.4,89.7,0.6,33.6
405,2021-03-06,Rain,1.3,22.3,3.4,14.4
406,2023-08-08,Clear,-4.4,46.6,3.3,13.7
407,2024-07-23,Rain,36.0,57.5,7.4,40.1
408,2024-09-23,Rain,20.0,57.0,5.1,13.8
409,2021-05-11,Rain,8.1,53.6,7.0,13.3
410,2022-12-26,Snow,8.2,38.0,8.3,49.7
411,2024-07-06,Rain,26.9,81.4,3.7,18.4
412,2023-05-22,Fog,34.9,41.6,2.0,39.5
413,2022-10-13,Fog,23.9,47.3,6.2,24.6
414,2024-05-02,Snow,32.4,77.4,7.7,12.5
415,2020-08-05,Rain,41.8,20.2,8.1,34.0
416,2024-07-31,Cloudy,-0.3,51.6,2.6,38.4
417,2023-08-19,Clear,14.7,36.0,1.5,9.2
418,2024-10-09,Fog,32.2,80.2,3.1,38.1
419,2022-03-02,Snow,9.4,44.2,8.7,44.1
420,2022-02-24,Snow,28.2,45.0,7.1,0.6
421,2023-09-22,Clear,19.7,68.5,3.2,36.7
422,2020-06-11,Rain,31.5,63.6,1.6,37.7
423,2022-07-31,Snow,6.3,73.0,8.4,41.2
424,2024-07-07,Heavy Rain,33.4,43.2,6.4,3.7
425,2023-02-14,Fog,29.4,32.4,3.5,13.9
426,2023-07-28,Fog,6.1,90.1,4.0,43.9
427,2021-12-20,Fog,25.9,26.2,5.4,15.4
428,2023-05-06,Clear,12.1,20.9,1.8,36.5
429,2021-11-05,Clear,32.0,75.4,6.8,28.1
430,2022-06-17,Cloudy,20.7,25.6,7.2,17.6
431,2024-08-25,Snow,21.1,28.5,6.2,42.3
432,2022-06-22,Cloudy,25.3,28.8,4.0,13.9
433,2024-03-26,Clear,-2.0,74.8,6.9,21.3
434,2024-04-29,Heavy Rain,-2.8,69.8,8.7,7.8
435,2024-08-04,Cloudy,31.4,30.8,2.9,0.8
436,2024-06-17,Heavy Rain,33.9,37.8,1.7,42.1
437,2021-07-04,Heavy Rain,17.5,57.8,4.8,8.5
438,2022-10-29,Clear,13.5,25.8,4.4,41.7
439,2021-09-02,Heavy Rain,25.8,75.5,1.8,30.1
440,2024-07-03,Snow,41.6,71.7,9.2,6.8
441,2021-07-12,Rain,-3.3,50.4,3.2,41.6
442,2024-10-22,Rain,32.4,57.1,6.4,32.0
443,2024-02-17,Cloudy,29.5,33.7,5.9,25.3
444,2022-03-10,Snow,21.0,47.2,8.2,17.1
445,2022-04-21,Clear,13.5,69.4,8.6,16.1
446,2022-01-14,Heavy Rain,33.1,63.2,3.9,9.8
447,2023-06-23,Rain,35.8,70.6,1.3,26.4
448,2023-07-04,Snow,28.2,66.6,0.9,14.0
449,2024-09-19,Fog,15.7,46.8,2.1,46.3
450,2023-12-09,Heavy Rain,24.3,34.6,5.5,18.3
451,2021-02-08,Clear,17.2,81.0,1.8,41.0
452,2021-10-13,Fog,38.1,49.9,1.8,13.9
453,2020-09-14,Snow,1.0,56.3,2.7,44.1
454,2021-07-30,Heavy Rain,14.3,74.9,3.0,35.7
455,2023-11-16,Cloudy,23.0,82.0,3.4,18.2
456,2022-06-25,Clear,-1.7,90.8,3.4,39.9
457,2021-04-11,Fog,31.3,75.9,3.1,49.5
458,2024-02-27,Clear,13.6,74.1,1.6,2.6
459,2024-08-23,Snow,44.7,29.7,5.3,32.2
460,2020-11-08,Clear,0.7,27.7,1.0,4.4
461,2022-01-10,Heavy Rain,42.1,57.9,4.4,2.2
462,2023-05-08,Snow,14.6,30.2,2.0,2.2
